"","scr_inner_iterations[[""Control""]][[""gamma""]]"
"ASV_5052",0
"ASV_5053",8.5622360489801e-05
"ASV_5054",0
"ASV_5055",0
"ASV_5056",0
"ASV_5057",8.5622360489801e-05
"ASV_5058",0
"ASV_5059",8.5622360489801e-05
"ASV_5060",0
"ASV_5061",8.5622360489801e-05
"ASV_5062",8.5622360489801e-05
"ASV_5063",0
"ASV_5064",0
"ASV_5065",0
"ASV_5066",8.5622360489801e-05
"ASV_5067",8.5622360489801e-05
"ASV_5068",0
"ASV_5069",8.5622360489801e-05
"ASV_5070",8.5622360489801e-05
"ASV_5071",8.5622360489801e-05
"ASV_5072",8.5622360489801e-05
"ASV_5073",8.5622360489801e-05
"ASV_5074",0
"ASV_5075",0
"ASV_5076",0
"ASV_5077",8.5622360489801e-05
"ASV_5078",0
"ASV_5079",8.5622360489801e-05
"ASV_5080",8.5622360489801e-05
"ASV_5081",8.5622360489801e-05
"ASV_5082",0
"ASV_5083",6.42167703673507e-05
"ASV_5084",6.42167703673507e-05
"ASV_5085",6.42167703673507e-05
"ASV_5086",6.42167703673507e-05
"ASV_5087",0
"ASV_5088",6.42167703673507e-05
"ASV_5089",0
"ASV_5090",6.42167703673507e-05
"ASV_5091",6.42167703673507e-05
"ASV_5092",6.42167703673507e-05
"ASV_5093",6.42167703673507e-05
"ASV_5094",6.42167703673507e-05
"ASV_5095",6.42167703673507e-05
"ASV_5096",0
"ASV_5097",0
"ASV_5098",0
"ASV_5099",0
"ASV_5100",0
"ASV_5101",0
"ASV_5102",0
"ASV_5103",6.42167703673507e-05
"ASV_5104",6.42167703673507e-05
"ASV_5105",0
"ASV_5106",0
"ASV_5107",6.42167703673507e-05
"ASV_5108",0
"ASV_5109",0
"ASV_5110",6.42167703673507e-05
"ASV_5111",6.42167703673507e-05
"ASV_5112",6.42167703673507e-05
"ASV_5113",6.42167703673507e-05
"ASV_5114",6.42167703673507e-05
"ASV_5115",0
"ASV_5116",6.42167703673507e-05
"ASV_5117",0
"ASV_5118",6.42167703673507e-05
"ASV_5119",6.42167703673507e-05
"ASV_5120",6.42167703673507e-05
"ASV_5121",0
"ASV_5122",0
"ASV_5123",0
"ASV_5124",0
"ASV_5125",6.42167703673507e-05
"ASV_5126",0
"ASV_5127",6.42167703673507e-05
"ASV_5128",0
"ASV_5129",6.42167703673507e-05
"ASV_5130",6.42167703673507e-05
"ASV_5131",0
"ASV_5132",6.42167703673507e-05
"ASV_5133",0
"ASV_5134",6.42167703673507e-05
"ASV_5135",6.42167703673507e-05
"ASV_5136",0
"ASV_5137",6.42167703673507e-05
"ASV_5138",6.42167703673507e-05
"ASV_5139",0
"ASV_5140",6.42167703673507e-05
"ASV_5141",6.42167703673507e-05
"ASV_5142",0
"ASV_5143",0
"ASV_5144",0
"ASV_5145",6.42167703673507e-05
"ASV_5146",6.42167703673507e-05
"ASV_5147",6.42167703673507e-05
"ASV_5148",0
"ASV_5149",6.42167703673507e-05
"ASV_5150",6.42167703673507e-05
"ASV_5151",6.42167703673507e-05
"ASV_5152",6.42167703673507e-05
"ASV_5153",0
"ASV_5154",6.42167703673507e-05
"ASV_5155",0
"ASV_5156",0
"ASV_5157",6.42167703673507e-05
"ASV_5158",0
"ASV_5159",6.42167703673507e-05
"ASV_5160",6.42167703673507e-05
"ASV_5161",0
"ASV_5162",6.42167703673507e-05
"ASV_5163",6.42167703673507e-05
"ASV_5164",6.42167703673507e-05
"ASV_5165",6.42167703673507e-05
"ASV_5166",6.42167703673507e-05
"ASV_5167",6.42167703673507e-05
"ASV_5168",6.42167703673507e-05
"ASV_5169",6.42167703673507e-05
"ASV_5170",6.42167703673507e-05
"ASV_5171",6.42167703673507e-05
"ASV_5172",0
"ASV_5173",6.42167703673507e-05
"ASV_5174",0
"ASV_5175",0
"ASV_5176",0
"ASV_5177",0
"ASV_5178",6.42167703673507e-05
"ASV_5179",6.42167703673507e-05
"ASV_5180",6.42167703673507e-05
"ASV_5181",6.42167703673507e-05
"ASV_5182",6.42167703673507e-05
"ASV_5183",6.42167703673507e-05
"ASV_5184",0
"ASV_5185",0
"ASV_5186",0
"ASV_5187",0
"ASV_5188",0
"ASV_5189",6.42167703673507e-05
"ASV_5190",0
"ASV_5191",0
"ASV_5192",0
"ASV_5193",0
"ASV_5194",0
"ASV_5195",0
"ASV_5196",6.42167703673507e-05
"ASV_5197",6.42167703673507e-05
"ASV_5198",0
"ASV_5199",0
"ASV_5200",0
"ASV_5201",0
"ASV_5202",0
"ASV_5203",6.42167703673507e-05
"ASV_5204",6.42167703673507e-05
"ASV_5205",0
"ASV_5206",6.42167703673507e-05
"ASV_5207",0
"ASV_5208",6.42167703673507e-05
"ASV_5209",0
"ASV_5210",6.42167703673507e-05
"ASV_5211",6.42167703673507e-05
"ASV_5212",0
"ASV_5213",6.42167703673507e-05
"ASV_5214",0
"ASV_5215",6.42167703673507e-05
"ASV_5216",6.42167703673507e-05
"ASV_5217",6.42167703673507e-05
"ASV_5218",6.42167703673507e-05
"ASV_5219",0
"ASV_5220",6.42167703673507e-05
"ASV_5221",0
"ASV_5222",0
"ASV_5223",0
"ASV_5224",6.42167703673507e-05
"ASV_5225",0
"ASV_5226",0
"ASV_5227",0
"ASV_5228",0
"ASV_5229",0
"ASV_5230",6.42167703673507e-05
"ASV_5231",6.42167703673507e-05
"ASV_5232",0
"ASV_5233",0
"ASV_5234",6.42167703673507e-05
"ASV_5235",6.42167703673507e-05
"ASV_5236",6.42167703673507e-05
"ASV_5237",6.42167703673507e-05
"ASV_5238",6.42167703673507e-05
"ASV_5239",6.42167703673507e-05
"ASV_5240",0
"ASV_5241",0
"ASV_5242",0
"ASV_5243",6.42167703673507e-05
"ASV_5244",0
"ASV_5245",0
"ASV_5246",0
"ASV_5247",6.42167703673507e-05
"ASV_5248",6.42167703673507e-05
"ASV_5249",6.42167703673507e-05
"ASV_5250",6.42167703673507e-05
"ASV_5251",6.42167703673507e-05
"ASV_5252",6.42167703673507e-05
"ASV_5253",6.42167703673507e-05
"ASV_5254",6.42167703673507e-05
"ASV_5255",6.42167703673507e-05
"ASV_5256",0
"ASV_5257",6.42167703673507e-05
"ASV_5258",0
"ASV_5259",0
"ASV_5260",0
"ASV_5261",6.42167703673507e-05
"ASV_5262",6.42167703673507e-05
"ASV_5263",6.42167703673507e-05
"ASV_5264",0
"ASV_5265",6.42167703673507e-05
"ASV_5266",6.42167703673507e-05
"ASV_5267",6.42167703673507e-05
"ASV_5268",6.42167703673507e-05
"ASV_5269",6.42167703673507e-05
"ASV_5270",6.42167703673507e-05
"ASV_5271",6.42167703673507e-05
"ASV_5272",6.42167703673507e-05
"ASV_5273",6.42167703673507e-05
"ASV_5274",0
"ASV_5275",0
"ASV_5276",6.42167703673507e-05
"ASV_5277",0
"ASV_5278",0
"ASV_5279",0
"ASV_5280",6.42167703673507e-05
"ASV_5281",0
"ASV_5282",6.42167703673507e-05
"ASV_5283",6.42167703673507e-05
"ASV_5284",6.42167703673507e-05
"ASV_5285",0
"ASV_5286",0
"ASV_5287",6.42167703673507e-05
"ASV_5288",6.42167703673507e-05
"ASV_5289",6.42167703673507e-05
"ASV_5290",0
"ASV_5291",6.42167703673507e-05
"ASV_5292",0
"ASV_5293",0
"ASV_5294",0
"ASV_5295",0
"ASV_5296",6.42167703673507e-05
"ASV_5297",0
"ASV_5298",0
"ASV_5299",0
"ASV_5300",0
"ASV_5301",0
"ASV_5302",0
"ASV_5303",0
"ASV_5304",0
"ASV_5305",6.42167703673507e-05
"ASV_5306",6.42167703673507e-05
"ASV_5307",6.42167703673507e-05
"ASV_5308",6.42167703673507e-05
"ASV_5309",6.42167703673507e-05
"ASV_5310",0
"ASV_5311",6.42167703673507e-05
"ASV_5312",6.42167703673507e-05
"ASV_5313",6.42167703673507e-05
"ASV_5314",0
"ASV_5315",6.42167703673507e-05
"ASV_5316",6.42167703673507e-05
"ASV_5317",6.42167703673507e-05
"ASV_5318",6.42167703673507e-05
"ASV_5319",6.42167703673507e-05
"ASV_5320",0
"ASV_5321",6.42167703673507e-05
"ASV_5322",6.42167703673507e-05
"ASV_5323",6.42167703673507e-05
"ASV_5324",0
"ASV_5325",6.42167703673507e-05
"ASV_5326",0
"ASV_5327",6.42167703673507e-05
"ASV_5328",0
"ASV_5329",0
"ASV_5330",6.42167703673507e-05
"ASV_5331",0
"ASV_5332",0
"ASV_5333",0
"ASV_5334",0
"ASV_5335",0
"ASV_5336",0
"ASV_5337",6.42167703673507e-05
"ASV_5338",6.42167703673507e-05
"ASV_5339",6.42167703673507e-05
"ASV_5340",6.42167703673507e-05
"ASV_5341",6.42167703673507e-05
"ASV_5342",6.42167703673507e-05
"ASV_5343",6.42167703673507e-05
"ASV_5344",6.42167703673507e-05
"ASV_5345",0
"ASV_5346",6.42167703673507e-05
"ASV_5347",6.42167703673507e-05
"ASV_5348",0
"ASV_5349",6.42167703673507e-05
"ASV_5350",6.42167703673507e-05
"ASV_5351",6.42167703673507e-05
"ASV_5352",0
"ASV_5353",0
"ASV_5354",6.42167703673507e-05
"ASV_5355",0
"ASV_5356",6.42167703673507e-05
"ASV_5357",6.42167703673507e-05
"ASV_5358",0
"ASV_5359",0
"ASV_5360",6.42167703673507e-05
"ASV_5361",0
"ASV_5362",6.42167703673507e-05
"ASV_5363",6.42167703673507e-05
"ASV_5364",6.42167703673507e-05
"ASV_5365",6.42167703673507e-05
"ASV_5366",0
"ASV_5367",0
"ASV_5368",6.42167703673507e-05
"ASV_5369",6.42167703673507e-05
"ASV_5370",6.42167703673507e-05
"ASV_5371",6.42167703673507e-05
"ASV_5372",6.42167703673507e-05
"ASV_5373",6.42167703673507e-05
"ASV_5374",6.42167703673507e-05
"ASV_5375",0
"ASV_5376",6.42167703673507e-05
"ASV_5377",0
"ASV_5378",6.42167703673507e-05
"ASV_5379",6.42167703673507e-05
"ASV_5380",6.42167703673507e-05
"ASV_5381",6.42167703673507e-05
"ASV_5382",0
"ASV_5383",6.42167703673507e-05
"ASV_5384",6.42167703673507e-05
"ASV_5385",6.42167703673507e-05
"ASV_5386",0
"ASV_5387",0
"ASV_5388",6.42167703673507e-05
"ASV_5389",0
"ASV_5390",6.42167703673507e-05
"ASV_5391",6.42167703673507e-05
"ASV_5392",6.42167703673507e-05
"ASV_5393",6.42167703673507e-05
"ASV_5394",6.42167703673507e-05
"ASV_5395",6.42167703673507e-05
"ASV_5396",0
"ASV_5397",6.42167703673507e-05
"ASV_5398",6.42167703673507e-05
"ASV_5399",0
"ASV_5400",6.42167703673507e-05
"ASV_5401",6.42167703673507e-05
"ASV_5402",0
"ASV_5403",6.42167703673507e-05
"ASV_5404",6.42167703673507e-05
"ASV_5405",6.42167703673507e-05
"ASV_5406",0
"ASV_5407",6.42167703673507e-05
"ASV_5408",0
"ASV_5409",6.42167703673507e-05
"ASV_5410",6.42167703673507e-05
"ASV_5411",6.42167703673507e-05
"ASV_5412",6.42167703673507e-05
"ASV_5413",0
"ASV_5414",0
"ASV_5415",0
"ASV_5416",6.42167703673507e-05
"ASV_5417",0
"ASV_5418",6.42167703673507e-05
"ASV_5419",4.28111802449005e-05
"ASV_5420",4.28111802449005e-05
"ASV_5421",4.28111802449005e-05
"ASV_5422",4.28111802449005e-05
"ASV_5423",0
"ASV_5424",0
"ASV_5425",0
"ASV_5426",4.28111802449005e-05
"ASV_5427",0
"ASV_5428",0
"ASV_5429",4.28111802449005e-05
"ASV_5430",4.28111802449005e-05
"ASV_5431",4.28111802449005e-05
"ASV_5432",4.28111802449005e-05
"ASV_5433",4.28111802449005e-05
"ASV_5434",4.28111802449005e-05
"ASV_5435",4.28111802449005e-05
"ASV_5436",4.28111802449005e-05
"ASV_5437",0
"ASV_5438",4.28111802449005e-05
"ASV_5439",4.28111802449005e-05
"ASV_5440",0
"ASV_5441",0
"ASV_5442",0
"ASV_5443",0
"ASV_5444",0
"ASV_5445",4.28111802449005e-05
"ASV_5446",0
"ASV_5447",0
"ASV_5448",4.28111802449005e-05
"ASV_5449",0
"ASV_5450",4.28111802449005e-05
"ASV_5451",4.28111802449005e-05
"ASV_5452",4.28111802449005e-05
"ASV_5453",4.28111802449005e-05
"ASV_5454",4.28111802449005e-05
"ASV_5455",4.28111802449005e-05
"ASV_5456",4.28111802449005e-05
"ASV_5457",4.28111802449005e-05
"ASV_5458",0
"ASV_5459",4.28111802449005e-05
"ASV_5460",4.28111802449005e-05
"ASV_5461",4.28111802449005e-05
"ASV_5462",4.28111802449005e-05
"ASV_5463",0
"ASV_5464",0
"ASV_5465",4.28111802449005e-05
"ASV_5466",0
"ASV_5467",4.28111802449005e-05
"ASV_5468",4.28111802449005e-05
"ASV_5469",4.28111802449005e-05
"ASV_5470",0
"ASV_5471",4.28111802449005e-05
"ASV_5472",0
"ASV_5473",0
"ASV_5474",4.28111802449005e-05
"ASV_5475",0
"ASV_5476",0
"ASV_5477",4.28111802449005e-05
"ASV_5478",4.28111802449005e-05
"ASV_5479",0
"ASV_5480",4.28111802449005e-05
"ASV_5481",0
"ASV_5482",4.28111802449005e-05
"ASV_5483",4.28111802449005e-05
"ASV_5484",4.28111802449005e-05
"ASV_5485",4.28111802449005e-05
"ASV_5486",4.28111802449005e-05
"ASV_5487",0
"ASV_5488",0
"ASV_5489",0
"ASV_5490",4.28111802449005e-05
"ASV_5491",4.28111802449005e-05
"ASV_5492",0
"ASV_5493",0
"ASV_5494",0
"ASV_5495",4.28111802449005e-05
"ASV_5496",0
"ASV_5497",0
"ASV_5498",4.28111802449005e-05
"ASV_5499",4.28111802449005e-05
"ASV_5500",0
"ASV_5501",0
"ASV_5502",4.28111802449005e-05
"ASV_5503",4.28111802449005e-05
"ASV_5504",0
"ASV_5505",4.28111802449005e-05
"ASV_5506",4.28111802449005e-05
"ASV_5507",4.28111802449005e-05
"ASV_5508",4.28111802449005e-05
"ASV_5509",4.28111802449005e-05
"ASV_5510",4.28111802449005e-05
"ASV_5511",0
"ASV_5512",4.28111802449005e-05
"ASV_5513",4.28111802449005e-05
"ASV_5514",4.28111802449005e-05
"ASV_5515",4.28111802449005e-05
"ASV_5516",0
"ASV_5517",0
"ASV_5518",0
"ASV_5519",4.28111802449005e-05
"ASV_5520",0
"ASV_5521",0
"ASV_5522",0
"ASV_5523",4.28111802449005e-05
"ASV_5524",0
"ASV_5525",4.28111802449005e-05
"ASV_5526",4.28111802449005e-05
"ASV_5527",0
"ASV_5528",4.28111802449005e-05
"ASV_5529",0
"ASV_5530",4.28111802449005e-05
"ASV_5531",4.28111802449005e-05
"ASV_5532",0
"ASV_5533",0
"ASV_5534",0
"ASV_5535",4.28111802449005e-05
"ASV_5536",4.28111802449005e-05
"ASV_5537",0
"ASV_5538",4.28111802449005e-05
"ASV_5539",0
"ASV_5540",4.28111802449005e-05
"ASV_5541",4.28111802449005e-05
"ASV_5542",4.28111802449005e-05
"ASV_5543",0
"ASV_5544",4.28111802449005e-05
"ASV_5545",4.28111802449005e-05
"ASV_5546",4.28111802449005e-05
"ASV_5547",4.28111802449005e-05
"ASV_5548",4.28111802449005e-05
"ASV_5549",4.28111802449005e-05
"ASV_5550",0
"ASV_5551",4.28111802449005e-05
"ASV_5552",4.28111802449005e-05
"ASV_5553",0
"ASV_5554",0
"ASV_5555",4.28111802449005e-05
"ASV_5556",0
"ASV_5557",0
"ASV_5558",4.28111802449005e-05
"ASV_5559",4.28111802449005e-05
"ASV_5560",4.28111802449005e-05
"ASV_5561",0
"ASV_5562",0
"ASV_5563",0
"ASV_5564",0
"ASV_5565",4.28111802449005e-05
"ASV_5566",0
"ASV_5567",4.28111802449005e-05
"ASV_5568",4.28111802449005e-05
"ASV_5569",0
"ASV_5570",4.28111802449005e-05
"ASV_5571",0
"ASV_5572",0
"ASV_5573",0
"ASV_5574",0
"ASV_5575",4.28111802449005e-05
"ASV_5576",4.28111802449005e-05
"ASV_5577",0
"ASV_5578",0
"ASV_5579",0
"ASV_5580",0
"ASV_5581",0
"ASV_5582",0
"ASV_5583",0
"ASV_5584",0
"ASV_5585",4.28111802449005e-05
"ASV_5586",0
"ASV_5587",0
"ASV_5588",4.28111802449005e-05
"ASV_5589",4.28111802449005e-05
"ASV_5590",4.28111802449005e-05
"ASV_5591",0
"ASV_5592",4.28111802449005e-05
"ASV_5593",4.28111802449005e-05
"ASV_5594",4.28111802449005e-05
"ASV_5595",0
"ASV_5596",4.28111802449005e-05
"ASV_5597",4.28111802449005e-05
"ASV_5598",4.28111802449005e-05
"ASV_5599",4.28111802449005e-05
"ASV_5600",4.28111802449005e-05
"ASV_5601",0
"ASV_5602",0
"ASV_5603",4.28111802449005e-05
"ASV_5604",0
"ASV_5605",4.28111802449005e-05
"ASV_5606",4.28111802449005e-05
"ASV_5607",4.28111802449005e-05
"ASV_5608",0
"ASV_5609",4.28111802449005e-05
"ASV_5610",4.28111802449005e-05
"ASV_5611",4.28111802449005e-05
"ASV_5612",4.28111802449005e-05
"ASV_5613",0
"ASV_5614",4.28111802449005e-05
"ASV_5615",4.28111802449005e-05
"ASV_5616",4.28111802449005e-05
"ASV_5617",4.28111802449005e-05
"ASV_5618",4.28111802449005e-05
"ASV_5619",4.28111802449005e-05
"ASV_5620",4.28111802449005e-05
"ASV_5621",0
"ASV_5622",4.28111802449005e-05
"ASV_5623",4.28111802449005e-05
"ASV_5624",0
"ASV_5625",0
"ASV_5626",4.28111802449005e-05
"ASV_5627",0
"ASV_5628",0
"ASV_5629",4.28111802449005e-05
"ASV_5630",4.28111802449005e-05
"ASV_5631",4.28111802449005e-05
"ASV_5632",4.28111802449005e-05
"ASV_5633",4.28111802449005e-05
"ASV_5634",4.28111802449005e-05
"ASV_5635",0
"ASV_5636",4.28111802449005e-05
"ASV_5637",0
"ASV_5638",0
"ASV_5639",0
"ASV_5640",4.28111802449005e-05
"ASV_5641",0
"ASV_5642",4.28111802449005e-05
"ASV_5643",4.28111802449005e-05
"ASV_5644",4.28111802449005e-05
"ASV_5645",4.28111802449005e-05
"ASV_5646",0
"ASV_5647",4.28111802449005e-05
"ASV_5648",4.28111802449005e-05
"ASV_5649",4.28111802449005e-05
"ASV_5650",4.28111802449005e-05
"ASV_5651",0
"ASV_5652",4.28111802449005e-05
"ASV_5653",0
"ASV_5654",4.28111802449005e-05
"ASV_5655",4.28111802449005e-05
"ASV_5656",4.28111802449005e-05
"ASV_5657",4.28111802449005e-05
"ASV_5658",4.28111802449005e-05
"ASV_5659",4.28111802449005e-05
"ASV_5660",4.28111802449005e-05
"ASV_5661",4.28111802449005e-05
"ASV_5662",4.28111802449005e-05
"ASV_5663",0
"ASV_5664",4.28111802449005e-05
"ASV_5665",0
"ASV_5666",4.28111802449005e-05
"ASV_5667",4.28111802449005e-05
"ASV_5668",0
"ASV_5669",4.28111802449005e-05
"ASV_5670",4.28111802449005e-05
"ASV_5671",4.28111802449005e-05
"ASV_5672",0
"ASV_5673",0
"ASV_5674",4.28111802449005e-05
"ASV_5675",0
"ASV_5676",4.28111802449005e-05
"ASV_5677",0
"ASV_5678",4.28111802449005e-05
"ASV_5679",0
"ASV_5680",0
"ASV_5681",0
"ASV_5682",4.28111802449005e-05
"ASV_5683",0
"ASV_5684",0
"ASV_5685",4.28111802449005e-05
"ASV_5686",4.28111802449005e-05
"ASV_5687",4.28111802449005e-05
"ASV_5688",4.28111802449005e-05
"ASV_5689",4.28111802449005e-05
"ASV_5690",4.28111802449005e-05
"ASV_5691",0
"ASV_5692",4.28111802449005e-05
"ASV_5693",4.28111802449005e-05
"ASV_5694",0
"ASV_5695",0
"ASV_5696",0
"ASV_5697",4.28111802449005e-05
"ASV_5698",4.28111802449005e-05
"ASV_5699",0
"ASV_5700",4.28111802449005e-05
"ASV_5701",4.28111802449005e-05
"ASV_5702",4.28111802449005e-05
"ASV_5703",4.28111802449005e-05
"ASV_5704",4.28111802449005e-05
"ASV_5705",4.28111802449005e-05
"ASV_5706",0
"ASV_5707",0
"ASV_5708",4.28111802449005e-05
"ASV_5709",4.28111802449005e-05
"ASV_5710",0
"ASV_5711",0
"ASV_5712",0
"ASV_5713",4.28111802449005e-05
"ASV_5714",4.28111802449005e-05
"ASV_5715",0
"ASV_5716",4.28111802449005e-05
"ASV_5717",0
"ASV_5718",0
"ASV_5719",4.28111802449005e-05
"ASV_5720",4.28111802449005e-05
"ASV_5721",0
"ASV_5722",4.28111802449005e-05
"ASV_5723",4.28111802449005e-05
"ASV_5724",4.28111802449005e-05
"ASV_5725",4.28111802449005e-05
"ASV_5726",4.28111802449005e-05
"ASV_5727",0
"ASV_5728",4.28111802449005e-05
"ASV_5729",4.28111802449005e-05
"ASV_5730",4.28111802449005e-05
"ASV_5731",4.28111802449005e-05
"ASV_5732",0
"ASV_5733",4.28111802449005e-05
"ASV_5734",4.28111802449005e-05
"ASV_5735",4.28111802449005e-05
"ASV_5736",4.28111802449005e-05
"ASV_5737",4.28111802449005e-05
"ASV_5738",4.28111802449005e-05
"ASV_5739",4.28111802449005e-05
"ASV_5740",4.28111802449005e-05
"ASV_5741",4.28111802449005e-05
"ASV_5742",4.28111802449005e-05
"ASV_5743",4.28111802449005e-05
"ASV_5744",4.28111802449005e-05
"ASV_5745",4.28111802449005e-05
"ASV_5746",4.28111802449005e-05
"ASV_5747",4.28111802449005e-05
"ASV_5748",0
"ASV_5749",0
"ASV_5750",4.28111802449005e-05
"ASV_5751",4.28111802449005e-05
"ASV_5752",0
"ASV_5753",0
"ASV_5754",4.28111802449005e-05
"ASV_5755",0
"ASV_5756",0
"ASV_5757",4.28111802449005e-05
"ASV_5758",4.28111802449005e-05
"ASV_5759",4.28111802449005e-05
"ASV_5760",4.28111802449005e-05
"ASV_5761",4.28111802449005e-05
"ASV_5762",0
"ASV_5763",0
"ASV_5764",4.28111802449005e-05
"ASV_5765",0
"ASV_5766",4.28111802449005e-05
"ASV_5767",4.28111802449005e-05
"ASV_5768",4.28111802449005e-05
"ASV_5769",0
"ASV_5770",4.28111802449005e-05
"ASV_5771",4.28111802449005e-05
"ASV_5772",0
"ASV_5773",4.28111802449005e-05
"ASV_5774",4.28111802449005e-05
"ASV_5775",4.28111802449005e-05
"ASV_5776",4.28111802449005e-05
"ASV_5777",4.28111802449005e-05
"ASV_5778",4.28111802449005e-05
"ASV_5779",4.28111802449005e-05
"ASV_5780",4.28111802449005e-05
"ASV_5781",4.28111802449005e-05
"ASV_5782",4.28111802449005e-05
"ASV_5783",0
"ASV_5784",4.28111802449005e-05
"ASV_5785",4.28111802449005e-05
"ASV_5786",0
"ASV_5787",4.28111802449005e-05
"ASV_5788",4.28111802449005e-05
"ASV_5789",0
"ASV_5790",4.28111802449005e-05
"ASV_5791",4.28111802449005e-05
"ASV_5792",4.28111802449005e-05
"ASV_5793",4.28111802449005e-05
"ASV_5794",4.28111802449005e-05
"ASV_5795",4.28111802449005e-05
"ASV_5796",4.28111802449005e-05
"ASV_5797",4.28111802449005e-05
"ASV_5798",4.28111802449005e-05
"ASV_5799",4.28111802449005e-05
"ASV_5800",0
"ASV_5801",4.28111802449005e-05
"ASV_5802",4.28111802449005e-05
"ASV_5803",4.28111802449005e-05
"ASV_5804",4.28111802449005e-05
"ASV_5805",4.28111802449005e-05
"ASV_5806",0
"ASV_5807",4.28111802449005e-05
"ASV_5808",4.28111802449005e-05
"ASV_5809",4.28111802449005e-05
