"","scr_inner_iterations[[""Control""]][[""gamma""]]"
"ASV_2682",0
"ASV_2683",0
"ASV_2684",0
"ASV_2685",0
"ASV_2686",0
"ASV_2687",0
"ASV_2688",0
"ASV_2689",0
"ASV_2690",0
"ASV_2691",0
"ASV_2692",0
"ASV_2693",0
"ASV_2694",0
"ASV_2695",0
"ASV_2696",0
"ASV_2697",0
"ASV_2698",0
"ASV_2699",0
"ASV_2700",0
"ASV_2701",0
"ASV_2702",0
"ASV_2703",0
"ASV_2704",0
"ASV_2705",0
"ASV_2706",0
"ASV_2707",0
"ASV_2708",0
"ASV_2709",0
"ASV_2710",0
"ASV_2711",0
"ASV_2712",0
"ASV_2713",0
"ASV_2714",0.000343992884521485
"ASV_2715",0
"ASV_2716",0
"ASV_2717",0
"ASV_2718",0
"ASV_2719",0
"ASV_2720",0
"ASV_2721",0
"ASV_2722",0
"ASV_2723",0
"ASV_2724",0
"ASV_2725",0
"ASV_2726",0
"ASV_2727",0
"ASV_2728",0.000178488199353825
"ASV_2729",0
"ASV_2730",0
"ASV_2731",0
"ASV_2732",0
"ASV_2733",0
"ASV_2734",0
"ASV_2735",0
"ASV_2736",0
"ASV_2737",0
"ASV_2738",0
"ASV_2739",0
"ASV_2740",0
"ASV_2741",0
"ASV_2742",0
"ASV_2743",0
"ASV_2744",0
"ASV_2745",0
"ASV_2746",0
"ASV_2747",0.00089903478514291
"ASV_2748",0.00049250992649878
"ASV_2749",0
"ASV_2750",0.000130046993334903
"ASV_2751",0
"ASV_2752",0
"ASV_2753",0
"ASV_2754",0
"ASV_2755",0
"ASV_2756",0
"ASV_2757",0
"ASV_2758",0.00089903478514291
"ASV_2759",0
"ASV_2760",0
"ASV_2761",0
"ASV_2762",0
"ASV_2763",0
"ASV_2764",0
"ASV_2765",0
"ASV_2766",0
"ASV_2767",0
"ASV_2768",0
"ASV_2769",0
"ASV_2770",0
"ASV_2771",8.60038824520431e-05
"ASV_2772",0
"ASV_2773",0
"ASV_2774",0
"ASV_2775",0
"ASV_2776",0
"ASV_2777",0
"ASV_2778",0
"ASV_2779",0
"ASV_2780",0
"ASV_2781",0
"ASV_2782",0
"ASV_2783",0
"ASV_2784",0
"ASV_2785",0
"ASV_2786",0
"ASV_2787",0
"ASV_2788",0
"ASV_2789",0
"ASV_2790",0
"ASV_2791",0
"ASV_2792",0
"ASV_2793",0
"ASV_2794",0
"ASV_2795",0
"ASV_2796",0
"ASV_2797",0
"ASV_2798",0
"ASV_2799",0
"ASV_2800",0
"ASV_2801",0
"ASV_2802",0.00085622360489801
"ASV_2803",0
"ASV_2804",0
"ASV_2805",0
"ASV_2806",0
"ASV_2807",0
"ASV_2808",0
"ASV_2809",0
"ASV_2810",0
"ASV_2811",0
"ASV_2812",0.000301195114423565
"ASV_2813",0
"ASV_2814",0
"ASV_2815",0
"ASV_2816",0
"ASV_2817",0
"ASV_2818",0
"ASV_2819",0
"ASV_2820",0
"ASV_2821",0
"ASV_2822",0
"ASV_2823",0
"ASV_2824",0
"ASV_2825",0
"ASV_2826",0
"ASV_2827",0
"ASV_2828",0
"ASV_2829",0
"ASV_2830",0
"ASV_2831",0
"ASV_2832",0
"ASV_2833",0
"ASV_2834",0
"ASV_2835",0
"ASV_2836",0
"ASV_2837",0
"ASV_2838",0
"ASV_2839",0
"ASV_2840",0
"ASV_2841",0
"ASV_2842",0
"ASV_2843",0
"ASV_2844",0.000471437460874794
"ASV_2845",0
"ASV_2846",0
"ASV_2847",0
"ASV_2848",0
"ASV_2849",0
"ASV_2850",0
"ASV_2851",0
"ASV_2852",0
"ASV_2853",0
"ASV_2854",0.000813412424653109
"ASV_2855",0
"ASV_2856",0
"ASV_2857",0
"ASV_2858",0
"ASV_2859",0
"ASV_2860",0
"ASV_2861",0
"ASV_2862",0.0001099148530197
"ASV_2863",0
"ASV_2864",0
"ASV_2865",0
"ASV_2866",0
"ASV_2867",0
"ASV_2868",0
"ASV_2869",0
"ASV_2870",0
"ASV_2871",0.000236044563754259
"ASV_2872",0
"ASV_2873",0
"ASV_2874",0.000792006834530659
"ASV_2875",0
"ASV_2876",0
"ASV_2877",0
"ASV_2878",0
"ASV_2879",0.000279567262876471
"ASV_2880",0
"ASV_2881",0.000128640349941402
"ASV_2882",0
"ASV_2883",0
"ASV_2884",0
"ASV_2885",0
"ASV_2886",0
"ASV_2887",0.000650061856057184
"ASV_2888",0
"ASV_2889",0
"ASV_2890",0
"ASV_2891",0
"ASV_2892",0
"ASV_2893",0
"ASV_2894",0
"ASV_2895",0
"ASV_2896",0
"ASV_2897",0
"ASV_2898",0
"ASV_2899",0
"ASV_2900",0
"ASV_2901",0
"ASV_2902",0
"ASV_2903",0
"ASV_2904",0
"ASV_2905",0
"ASV_2906",8.626755859463e-05
"ASV_2907",8.57593697250775e-05
"ASV_2908",0
"ASV_2909",0
"ASV_2910",0
"ASV_2911",0
"ASV_2912",0
"ASV_2913",0
"ASV_2914",0
"ASV_2915",0
"ASV_2916",0
"ASV_2917",0
"ASV_2918",0
"ASV_2919",0
"ASV_2920",0
"ASV_2921",0.000749195654285759
"ASV_2922",0
"ASV_2923",0
"ASV_2924",0
"ASV_2925",0
"ASV_2926",0
"ASV_2927",0
"ASV_2928",0
"ASV_2929",0
"ASV_2930",0
"ASV_2931",0
"ASV_2932",0
"ASV_2933",0
"ASV_2934",0
"ASV_2935",0
"ASV_2936",0
"ASV_2937",0
"ASV_2938",0
"ASV_2939",0
"ASV_2940",0
"ASV_2941",0
"ASV_2942",0.000240823514714636
"ASV_2943",0
"ASV_2944",0.000727790064163308
"ASV_2945",0
"ASV_2946",0
"ASV_2947",0
"ASV_2948",0
"ASV_2949",0
"ASV_2950",0
"ASV_2951",0
"ASV_2952",0
"ASV_2953",0
"ASV_2954",0
"ASV_2955",0
"ASV_2956",0
"ASV_2957",0
"ASV_2958",0
"ASV_2959",0
"ASV_2960",0
"ASV_2961",0
"ASV_2962",0
"ASV_2963",0
"ASV_2964",0
"ASV_2965",0
"ASV_2966",0
"ASV_2967",0
"ASV_2968",0
"ASV_2969",0
"ASV_2970",0
"ASV_2971",0.000527110476535503
"ASV_2972",0
"ASV_2973",0
"ASV_2974",0
"ASV_2975",0
"ASV_2976",0
"ASV_2977",0
"ASV_2978",0
"ASV_2979",0
"ASV_2980",0
"ASV_2981",0
"ASV_2982",0
"ASV_2983",0
"ASV_2984",0
"ASV_2985",0
"ASV_2986",0
"ASV_2987",0
"ASV_2988",0
"ASV_2989",0
"ASV_2990",0
"ASV_2991",0
"ASV_2992",0
"ASV_2993",0
"ASV_2994",0
"ASV_2995",0
"ASV_2996",0
"ASV_2997",0
"ASV_2998",8.60916794518303e-05
"ASV_2999",0.000193482384153697
"ASV_3000",0
"ASV_3001",0
"ASV_3002",0
"ASV_3003",0
"ASV_3004",0
"ASV_3005",0
"ASV_3006",0
"ASV_3007",0
"ASV_3008",0
"ASV_3009",0
"ASV_3010",0
"ASV_3011",0
"ASV_3012",0.000684978883918408
"ASV_3013",0.000684978883918408
"ASV_3014",0
"ASV_3015",0
"ASV_3016",0
"ASV_3017",0
"ASV_3018",0
"ASV_3019",0
"ASV_3020",0
"ASV_3021",0
"ASV_3022",0
"ASV_3023",0
"ASV_3024",0
"ASV_3025",0
"ASV_3026",0
"ASV_3027",0
"ASV_3028",0
"ASV_3029",0
"ASV_3030",0
"ASV_3031",0
"ASV_3032",0.00021659976573782
"ASV_3033",0
"ASV_3034",0
"ASV_3035",0
"ASV_3036",0
"ASV_3037",0
"ASV_3038",0
"ASV_3039",0
"ASV_3040",0
"ASV_3041",0.000663573293795958
"ASV_3042",0
"ASV_3043",0
"ASV_3044",0
"ASV_3045",0
"ASV_3046",0
"ASV_3047",0.000129056239726048
"ASV_3048",0
"ASV_3049",0
"ASV_3050",0
"ASV_3051",0
"ASV_3052",0
"ASV_3053",0
"ASV_3054",0
"ASV_3055",0
"ASV_3056",0
"ASV_3057",0
"ASV_3058",0
"ASV_3059",0
"ASV_3060",0
"ASV_3061",0
"ASV_3062",0
"ASV_3063",0
"ASV_3064",0
"ASV_3065",0.000172311704757585
"ASV_3066",0
"ASV_3067",0.000642167703673507
"ASV_3068",0
"ASV_3069",0
"ASV_3070",0.000642167703673507
"ASV_3071",0
"ASV_3072",0
"ASV_3073",0
"ASV_3074",0
"ASV_3075",0
"ASV_3076",0
"ASV_3077",0
"ASV_3078",0
"ASV_3079",0
"ASV_3080",0
"ASV_3081",0
"ASV_3082",0
"ASV_3083",0
"ASV_3084",0
"ASV_3085",0
"ASV_3086",0
"ASV_3087",0
"ASV_3088",0
"ASV_3089",0
"ASV_3090",0
"ASV_3091",0
"ASV_3092",0
"ASV_3093",0
"ASV_3094",0
"ASV_3095",0
"ASV_3096",0
"ASV_3097",0
"ASV_3098",0
"ASV_3099",0
"ASV_3100",0
"ASV_3101",0
"ASV_3102",0
"ASV_3103",0
"ASV_3104",0
"ASV_3105",0
"ASV_3106",0
"ASV_3107",0
"ASV_3108",0
"ASV_3109",0
"ASV_3110",0.000620762113551057
"ASV_3111",0
"ASV_3112",0
"ASV_3113",0
"ASV_3114",0
"ASV_3115",0
"ASV_3116",0
"ASV_3117",0
"ASV_3118",0
"ASV_3119",0
"ASV_3120",0
"ASV_3121",0
"ASV_3122",0
"ASV_3123",0
"ASV_3124",0
"ASV_3125",0
"ASV_3126",0
"ASV_3127",0
"ASV_3128",0
"ASV_3129",0
"ASV_3130",0
"ASV_3131",0
"ASV_3132",0
"ASV_3133",0
"ASV_3134",0.000599356523428607
"ASV_3135",0
"ASV_3136",0
"ASV_3137",0
"ASV_3138",0
"ASV_3139",0
"ASV_3140",0
"ASV_3141",0
"ASV_3142",0
"ASV_3143",0
"ASV_3144",0
"ASV_3145",0
"ASV_3146",0
"ASV_3147",0
"ASV_3148",0
"ASV_3149",0
"ASV_3150",0
"ASV_3151",0
"ASV_3152",0
"ASV_3153",0
"ASV_3154",0.000214980426567592
"ASV_3155",0
"ASV_3156",0
"ASV_3157",0
"ASV_3158",0
"ASV_3159",0
"ASV_3160",0
"ASV_3161",0
"ASV_3162",0
"ASV_3163",0.000577950933306157
"ASV_3164",0
"ASV_3165",0
"ASV_3166",0
"ASV_3167",0.000556545343183706
"ASV_3168",0
"ASV_3169",0
"ASV_3170",0
"ASV_3171",0
"ASV_3172",0
"ASV_3173",0
"ASV_3174",0
"ASV_3175",0
"ASV_3176",0.000322470638251037
"ASV_3177",0
"ASV_3178",0
"ASV_3179",0
"ASV_3180",0
"ASV_3181",0
"ASV_3182",0
"ASV_3183",0
"ASV_3184",0
"ASV_3185",0
"ASV_3186",0
"ASV_3187",0
"ASV_3188",0
"ASV_3189",0
"ASV_3190",0.000556545343183706
"ASV_3191",0
"ASV_3192",0
"ASV_3193",0
"ASV_3194",0
"ASV_3195",0
"ASV_3196",0
"ASV_3197",0
"ASV_3198",0
"ASV_3199",0
"ASV_3200",0
"ASV_3201",0
"ASV_3202",0
"ASV_3203",0
"ASV_3204",0
"ASV_3205",0
"ASV_3206",0
"ASV_3207",0
"ASV_3208",0
"ASV_3209",0
"ASV_3210",0
"ASV_3211",0
"ASV_3212",0
"ASV_3213",0
"ASV_3214",0
"ASV_3215",0
"ASV_3216",0
"ASV_3217",0.000535139753061256
"ASV_3218",0.000535139753061256
"ASV_3219",0
"ASV_3220",0
"ASV_3221",0
"ASV_3222",0
"ASV_3223",0
"ASV_3224",0
"ASV_3225",0
"ASV_3226",0
"ASV_3227",0
"ASV_3228",0
"ASV_3229",0
"ASV_3230",0
"ASV_3231",0
"ASV_3232",0
"ASV_3233",0
"ASV_3234",0
"ASV_3235",0
"ASV_3236",0
"ASV_3237",0.000171626891483799
"ASV_3238",0
"ASV_3239",0
"ASV_3240",0
"ASV_3241",0
"ASV_3242",0
"ASV_3243",0
"ASV_3244",0
"ASV_3245",0
"ASV_3246",0
"ASV_3247",0
"ASV_3248",0
"ASV_3249",0
"ASV_3250",0.000107039533085016
"ASV_3251",0
"ASV_3252",0.000513734162938806
"ASV_3253",0
"ASV_3254",0
"ASV_3255",0
"ASV_3256",0
"ASV_3257",0
"ASV_3258",0
"ASV_3259",0
"ASV_3260",0
"ASV_3261",0
"ASV_3262",0
"ASV_3263",0
"ASV_3264",0
"ASV_3265",0
"ASV_3266",0
"ASV_3267",0
"ASV_3268",0.000513734162938806
"ASV_3269",0.000513734162938806
"ASV_3270",0
"ASV_3271",0
"ASV_3272",0
"ASV_3273",0
"ASV_3274",0
"ASV_3275",0
"ASV_3276",0
"ASV_3277",0
"ASV_3278",0
"ASV_3279",0
"ASV_3280",0
"ASV_3281",0.000171965801073538
"ASV_3282",0
"ASV_3283",0
"ASV_3284",0
"ASV_3285",0
"ASV_3286",0
"ASV_3287",0
"ASV_3288",0
"ASV_3289",0
"ASV_3290",4.2853937248679e-05
"ASV_3291",0
"ASV_3292",0
"ASV_3293",0
"ASV_3294",0
"ASV_3295",0
"ASV_3296",0
"ASV_3297",0
"ASV_3298",0
"ASV_3299",0
"ASV_3300",0
"ASV_3301",0
"ASV_3302",0
"ASV_3303",0
"ASV_3304",0
"ASV_3305",0
"ASV_3306",0
"ASV_3307",0.000492328572816356
"ASV_3308",0
"ASV_3309",0
"ASV_3310",0.000492328572816356
"ASV_3311",0
"ASV_3312",0
"ASV_3313",0
"ASV_3314",0
"ASV_3315",0
"ASV_3316",0
"ASV_3317",0
"ASV_3318",0
"ASV_3319",0
"ASV_3320",0
"ASV_3321",0
"ASV_3322",0
"ASV_3323",0
"ASV_3324",0
"ASV_3325",0
"ASV_3326",0
"ASV_3327",0
"ASV_3328",0
"ASV_3329",0
"ASV_3330",0
"ASV_3331",0
"ASV_3332",0
"ASV_3333",0
"ASV_3334",0.00028551826675586
"ASV_3335",0
"ASV_3336",0.000470922982693905
"ASV_3337",0.000470922982693905
"ASV_3338",0
"ASV_3339",0
"ASV_3340",0
"ASV_3341",0
"ASV_3342",0
"ASV_3343",0
"ASV_3344",0
"ASV_3345",0
"ASV_3346",0
"ASV_3347",0.000470922982693905
"ASV_3348",0
"ASV_3349",0
"ASV_3350",0
"ASV_3351",0.000470922982693905
"ASV_3352",0
"ASV_3353",0
"ASV_3354",0
"ASV_3355",0
"ASV_3356",0
"ASV_3357",0
"ASV_3358",0
"ASV_3359",0
"ASV_3360",0
"ASV_3361",0.000470922982693905
"ASV_3362",0
"ASV_3363",0
"ASV_3364",0
"ASV_3365",0
"ASV_3366",0
"ASV_3367",0
"ASV_3368",0
"ASV_3369",0
"ASV_3370",0
"ASV_3371",0
"ASV_3372",0
"ASV_3373",0
"ASV_3374",0
"ASV_3375",0
"ASV_3376",0
"ASV_3377",0
"ASV_3378",0
"ASV_3379",0
"ASV_3380",0
"ASV_3381",0
"ASV_3382",0
"ASV_3383",0
"ASV_3384",0
"ASV_3385",0
"ASV_3386",0
"ASV_3387",0
"ASV_3388",0
"ASV_3389",0
"ASV_3390",0
"ASV_3391",0.000449517392571455
"ASV_3392",0
"ASV_3393",0
"ASV_3394",0.000449517392571455
"ASV_3395",0
"ASV_3396",0
"ASV_3397",0
"ASV_3398",0
"ASV_3399",0
"ASV_3400",0
"ASV_3401",0
"ASV_3402",0
"ASV_3403",0.000449517392571455
"ASV_3404",0
"ASV_3405",0
"ASV_3406",0
"ASV_3407",0
"ASV_3408",0
"ASV_3409",0
"ASV_3410",0
"ASV_3411",0
"ASV_3412",0
"ASV_3413",0.000428111802449005
"ASV_3414",0
"ASV_3415",0
"ASV_3416",0
"ASV_3417",0
"ASV_3418",0
"ASV_3419",0
"ASV_3420",0
"ASV_3421",0
"ASV_3422",0
"ASV_3423",0
"ASV_3424",0
"ASV_3425",0
"ASV_3426",0
"ASV_3427",0
"ASV_3428",0
"ASV_3429",0.000428111802449005
"ASV_3430",0
"ASV_3431",0
"ASV_3432",0
"ASV_3433",0.000428111802449005
"ASV_3434",0
"ASV_3435",0
"ASV_3436",0
"ASV_3437",0
"ASV_3438",0
"ASV_3439",0
"ASV_3440",0
"ASV_3441",0
"ASV_3442",0
"ASV_3443",0
"ASV_3444",0
"ASV_3445",0
"ASV_3446",0
"ASV_3447",0.000428111802449005
"ASV_3448",0
"ASV_3449",0
"ASV_3450",0
"ASV_3451",0
"ASV_3452",0
"ASV_3453",0
"ASV_3454",0
"ASV_3455",0
"ASV_3456",0
"ASV_3457",0
"ASV_3458",0
"ASV_3459",0
"ASV_3460",0
"ASV_3461",0
"ASV_3462",0
"ASV_3463",0
"ASV_3464",0
"ASV_3465",0
"ASV_3466",0
"ASV_3467",0.000406706212326555
"ASV_3468",0
"ASV_3469",0.000406706212326555
"ASV_3470",0
"ASV_3471",0
"ASV_3472",0
"ASV_3473",0.000192860814754203
"ASV_3474",0
"ASV_3475",0
"ASV_3476",0
"ASV_3477",0
"ASV_3478",0
"ASV_3479",0
"ASV_3480",0
"ASV_3481",0
"ASV_3482",0.000406706212326555
"ASV_3483",0
"ASV_3484",0
"ASV_3485",0.000107227219243961
"ASV_3486",0.000406706212326555
"ASV_3487",0
"ASV_3488",0
"ASV_3489",0.000406706212326555
"ASV_3490",0
"ASV_3491",0
"ASV_3492",0.000406706212326555
"ASV_3493",0
"ASV_3494",0
"ASV_3495",0
"ASV_3496",0
"ASV_3497",0
"ASV_3498",0
"ASV_3499",0
"ASV_3500",0
"ASV_3501",0
"ASV_3502",0
"ASV_3503",0
"ASV_3504",0
"ASV_3505",0
"ASV_3506",0.000406706212326555
"ASV_3507",0.000406706212326555
"ASV_3508",0
"ASV_3509",0
"ASV_3510",0
"ASV_3511",0
"ASV_3512",0
"ASV_3513",0
"ASV_3514",0
"ASV_3515",0
"ASV_3516",0
"ASV_3517",0
"ASV_3518",0
"ASV_3519",0
"ASV_3520",0
"ASV_3521",0.000385300622204104
"ASV_3522",0
"ASV_3523",0
"ASV_3524",0
"ASV_3525",0
"ASV_3526",0.000385300622204104
"ASV_3527",0
"ASV_3528",0.000193146199678296
"ASV_3529",0
"ASV_3530",0
"ASV_3531",0
"ASV_3532",0
"ASV_3533",0
"ASV_3534",0
"ASV_3535",0
"ASV_3536",0
"ASV_3537",0
"ASV_3538",0
"ASV_3539",0.000385300622204104
"ASV_3540",0.000129324452705514
"ASV_3541",0
"ASV_3542",0
"ASV_3543",0
"ASV_3544",0
"ASV_3545",0.000385300622204104
"ASV_3546",0
"ASV_3547",0
"ASV_3548",0
"ASV_3549",0
"ASV_3550",0
"ASV_3551",0
"ASV_3552",0
"ASV_3553",0
"ASV_3554",0
"ASV_3555",0
"ASV_3556",0
"ASV_3557",0
"ASV_3558",0
"ASV_3559",0
"ASV_3560",0
"ASV_3561",0
"ASV_3562",0
"ASV_3563",0
"ASV_3564",0
"ASV_3565",0
"ASV_3566",0
"ASV_3567",0
"ASV_3568",0
"ASV_3569",0
"ASV_3570",0
"ASV_3571",0
"ASV_3572",0
"ASV_3573",0
"ASV_3574",0
"ASV_3575",0
"ASV_3576",0
"ASV_3577",0
"ASV_3578",0
"ASV_3579",0
"ASV_3580",0
"ASV_3581",0
"ASV_3582",0
"ASV_3583",0
"ASV_3584",0
"ASV_3585",0
"ASV_3586",0
"ASV_3587",0
"ASV_3588",0
"ASV_3589",0
"ASV_3590",0
"ASV_3591",0
"ASV_3592",0
"ASV_3593",0
"ASV_3594",0
"ASV_3595",0
"ASV_3596",0
"ASV_3597",0
"ASV_3598",0
"ASV_3599",0
"ASV_3600",0
"ASV_3601",0
"ASV_3602",0
"ASV_3603",0
"ASV_3604",0
"ASV_3605",0.000363895032081654
"ASV_3606",0
"ASV_3607",0
"ASV_3608",0
"ASV_3609",0
"ASV_3610",0
"ASV_3611",0
"ASV_3612",0
"ASV_3613",0
"ASV_3614",0
"ASV_3615",0
"ASV_3616",0
"ASV_3617",0
"ASV_3618",0.000217340942194505
"ASV_3619",0.000363895032081654
"ASV_3620",0
"ASV_3621",0.000363895032081654
"ASV_3622",0
"ASV_3623",0
"ASV_3624",0.000363895032081654
"ASV_3625",0
"ASV_3626",0
"ASV_3627",0.000363895032081654
"ASV_3628",0
"ASV_3629",0
"ASV_3630",0
"ASV_3631",0
"ASV_3632",0
"ASV_3633",0
"ASV_3634",0
"ASV_3635",0
"ASV_3636",0
"ASV_3637",0
"ASV_3638",0
"ASV_3639",0
"ASV_3640",0
"ASV_3641",0
"ASV_3642",0
"ASV_3643",0
"ASV_3644",0
"ASV_3645",0
"ASV_3646",0
"ASV_3647",0
"ASV_3648",0
"ASV_3649",0
"ASV_3650",0
"ASV_3651",0
"ASV_3652",0
"ASV_3653",0
"ASV_3654",0
"ASV_3655",0.000342489441959204
"ASV_3656",0
"ASV_3657",0
"ASV_3658",0
"ASV_3659",0
"ASV_3660",0
"ASV_3661",0.000342489441959204
"ASV_3662",0
"ASV_3663",0
"ASV_3664",0
"ASV_3665",0
"ASV_3666",0
"ASV_3667",0
"ASV_3668",0.000342489441959204
"ASV_3669",0
"ASV_3670",0
"ASV_3671",0.000342489441959204
"ASV_3672",0
"ASV_3673",0
"ASV_3674",0
"ASV_3675",0
"ASV_3676",0.000342489441959204
"ASV_3677",0.000342489441959204
"ASV_3678",0.000342489441959204
"ASV_3679",0
"ASV_3680",0
"ASV_3681",0
"ASV_3682",0
"ASV_3683",0
"ASV_3684",0
"ASV_3685",0
"ASV_3686",0
"ASV_3687",0
"ASV_3688",0
"ASV_3689",0
"ASV_3690",0
"ASV_3691",0
"ASV_3692",0
"ASV_3693",0.000321083851836754
"ASV_3694",0
"ASV_3695",0
"ASV_3696",0.000321083851836754
"ASV_3697",0
"ASV_3698",0
"ASV_3699",0
"ASV_3700",0
"ASV_3701",0
"ASV_3702",0
"ASV_3703",0.000321083851836754
"ASV_3704",0
"ASV_3705",0
"ASV_3706",0
"ASV_3707",0
"ASV_3708",0
"ASV_3709",0.000321083851836754
"ASV_3710",0
"ASV_3711",0
"ASV_3712",0
"ASV_3713",0
"ASV_3714",0
"ASV_3715",0
"ASV_3716",0
"ASV_3717",0
"ASV_3718",0.000321083851836754
"ASV_3719",0
"ASV_3720",0.000321083851836754
"ASV_3721",0
"ASV_3722",0
"ASV_3723",0
"ASV_3724",0
"ASV_3725",0
"ASV_3726",0
"ASV_3727",0
"ASV_3728",0.000321083851836754
"ASV_3729",0
"ASV_3730",0.000321083851836754
"ASV_3731",0
"ASV_3732",0
"ASV_3733",0.000321083851836754
"ASV_3734",0
"ASV_3735",0
"ASV_3736",0
"ASV_3737",0
"ASV_3738",0
"ASV_3739",0
"ASV_3740",0
"ASV_3741",0
"ASV_3742",0
"ASV_3743",0
"ASV_3744",0
"ASV_3745",0.000299678261714303
"ASV_3746",0
"ASV_3747",0
"ASV_3748",0
"ASV_3749",0
"ASV_3750",0
"ASV_3751",0.000299678261714303
"ASV_3752",0
"ASV_3753",0
"ASV_3754",0
"ASV_3755",0
"ASV_3756",0
"ASV_3757",0
"ASV_3758",0
"ASV_3759",0
"ASV_3760",0
"ASV_3761",0
"ASV_3762",0.000128672663157657
"ASV_3763",0
"ASV_3764",0
"ASV_3765",0
"ASV_3766",0
"ASV_3767",0
"ASV_3768",0.000299678261714303
"ASV_3769",0
"ASV_3770",0
"ASV_3771",0
"ASV_3772",0
"ASV_3773",0.000299678261714303
"ASV_3774",0
"ASV_3775",0
"ASV_3776",0
"ASV_3777",0
"ASV_3778",0
"ASV_3779",0
"ASV_3780",0
"ASV_3781",0
"ASV_3782",0
"ASV_3783",0
"ASV_3784",0.000299678261714303
"ASV_3785",0.000299678261714303
"ASV_3786",0
"ASV_3787",0
"ASV_3788",0
"ASV_3789",0.000299678261714303
"ASV_3790",0.000150878526948111
"ASV_3791",0
"ASV_3792",0
"ASV_3793",0.000299678261714303
"ASV_3794",0
"ASV_3795",0
"ASV_3796",0
"ASV_3797",0.000299678261714303
"ASV_3798",0
"ASV_3799",0.000299678261714303
"ASV_3800",0
"ASV_3801",0
"ASV_3802",0.000299678261714303
"ASV_3803",0
"ASV_3804",0
"ASV_3805",0
"ASV_3806",0.000278272671591853
"ASV_3807",0
"ASV_3808",0
"ASV_3809",0
"ASV_3810",0
"ASV_3811",0
"ASV_3812",0
"ASV_3813",0
"ASV_3814",0
"ASV_3815",0
"ASV_3816",0
"ASV_3817",0.000128533857117394
"ASV_3818",0
"ASV_3819",0
"ASV_3820",0.000278272671591853
"ASV_3821",0
"ASV_3822",0
"ASV_3823",0
"ASV_3824",0
"ASV_3825",0.000128573876505433
"ASV_3826",0.000278272671591853
"ASV_3827",0
"ASV_3828",0
"ASV_3829",0
"ASV_3830",0
"ASV_3831",0
"ASV_3832",0
"ASV_3833",0
"ASV_3834",0
"ASV_3835",0
"ASV_3836",0.000107401359278919
"ASV_3837",0
"ASV_3838",0
"ASV_3839",0
"ASV_3840",0
"ASV_3841",0
"ASV_3842",0
"ASV_3843",0
"ASV_3844",0
"ASV_3845",0
"ASV_3846",0
"ASV_3847",0
"ASV_3848",0
"ASV_3849",0
"ASV_3850",0
"ASV_3851",0
"ASV_3852",0
"ASV_3853",0
"ASV_3854",0
"ASV_3855",8.57257050322534e-05
"ASV_3856",0
"ASV_3857",0
"ASV_3858",0
"ASV_3859",0
"ASV_3860",0
"ASV_3861",0
"ASV_3862",0
"ASV_3863",0.000278272671591853
"ASV_3864",0
"ASV_3865",0
"ASV_3866",0
"ASV_3867",0
"ASV_3868",0.000256867081469403
"ASV_3869",0
"ASV_3870",0
"ASV_3871",0
"ASV_3872",0
"ASV_3873",0
"ASV_3874",0
"ASV_3875",0
"ASV_3876",0
"ASV_3877",0
"ASV_3878",0
"ASV_3879",0.000256867081469403
"ASV_3880",0
"ASV_3881",0
"ASV_3882",0
"ASV_3883",0
"ASV_3884",0
"ASV_3885",0
"ASV_3886",0
"ASV_3887",0
"ASV_3888",0
"ASV_3889",0.000256867081469403
"ASV_3890",0
"ASV_3891",0
"ASV_3892",0
"ASV_3893",0
"ASV_3894",0
"ASV_3895",0
"ASV_3896",0
"ASV_3897",0
"ASV_3898",0
"ASV_3899",0
"ASV_3900",0
"ASV_3901",0
"ASV_3902",0
"ASV_3903",0
"ASV_3904",0
"ASV_3905",0
"ASV_3906",0
"ASV_3907",0
"ASV_3908",0.000256867081469403
"ASV_3909",0
"ASV_3910",0
"ASV_3911",0
"ASV_3912",0.000256867081469403
"ASV_3913",0
"ASV_3914",0
"ASV_3915",0
"ASV_3916",0
"ASV_3917",0.000256867081469403
"ASV_3918",0.000256867081469403
"ASV_3919",0
"ASV_3920",0.000256867081469403
"ASV_3921",0
"ASV_3922",0.000256867081469403
"ASV_3923",0
"ASV_3924",0
"ASV_3925",0
"ASV_3926",0
"ASV_3927",0
"ASV_3928",0.000256867081469403
"ASV_3929",0
"ASV_3930",0.000256867081469403
"ASV_3931",0
"ASV_3932",0.000256867081469403
"ASV_3933",0
"ASV_3934",0
"ASV_3935",0
"ASV_3936",0
"ASV_3937",0
"ASV_3938",0.000235461491346953
"ASV_3939",0
"ASV_3940",0
"ASV_3941",0
"ASV_3942",0
"ASV_3943",0
"ASV_3944",0
"ASV_3945",0
"ASV_3946",0
"ASV_3947",0
"ASV_3948",0
"ASV_3949",0
"ASV_3950",0
"ASV_3951",0
"ASV_3952",0.000235461491346953
"ASV_3953",0
"ASV_3954",0
"ASV_3955",0
"ASV_3956",0
"ASV_3957",0
"ASV_3958",0
"ASV_3959",0
"ASV_3960",0.000235461491346953
"ASV_3961",0.000235461491346953
"ASV_3962",0
"ASV_3963",0.000235461491346953
"ASV_3964",0
"ASV_3965",0
"ASV_3966",0
"ASV_3967",0.000235461491346953
"ASV_3968",0
"ASV_3969",0
"ASV_3970",0
"ASV_3971",0
"ASV_3972",0.000235461491346953
"ASV_3973",0
"ASV_3974",0
"ASV_3975",0
"ASV_3976",0
"ASV_3977",0
